kOffer,beta,alpha
0.723207989412157,1.91120861001602,0.0671129915316031
0.83998983436798,1.32136686985914,0.00956218414464714
1.08737250520899,1.10016206485088,0.116774039432665
0.552009887401078,1.6236874721346,0.0219973036213978
0.625862925123847,1.73324539324951,0.0239447015051592
0.587180668928174,1.40201013104715,0.0591723927856867
0.421770096933439,2.13992810133857,0.00311935820652368
0.514625431429044,2.37933498074344,0.00367382013694196
0.484633699518218,1.28665807152051,0.0571861762179309
0.723060843589908,1.44933047519324,0.0421412227757099
0.674423717988153,1.91353036509126,0.029175340456983
0.641344951851926,0.936448820116428,0.00767960832239332
0.631061836284562,1.54236899753031,0.00364049621183874
0.722227004714418,1.55338895824026,0.0407923287750435
0.608563765306594,1.84449333160408,0.00866558964359499
0.551175008094454,1.68701728445637,0.00313626827545388
1.22462099909843,2.13594124342329,0.0279982465239524
0.650574107763918,3.11829075958463,0.0120622258356112
0.649964645780117,2.51670759704602,0.00814743488650733
0.39122912382017,2.15917072414202,0.00880095344626361
0.385100032035806,2.34140775799753,0.010853960276883
0.606840822960579,2.06197813359138,0.00677270985434112
1.12244523338878,1.05804253797,0.0388988983331249
0.500473816088713,1.98964233319882,0.0184105392343595
0.690847547088458,2.1714329932779,0.0121435147530476
1.18715500730324,2.06079027984188,0.0375953612493267
0.353466048292988,1.59619593070418,0.00819651365002966
0.632059209639281,2.5679033126505,0.0117607544369142
0.412519517722342,1.67468254289597,0.00712652955836463
0.982466599465653,1.92591860481178,0.00286754094652183
0.4542877474879,2.2468119223585,0.00850323658581136
0.772059429626563,1.35552726757486,0.10932477343509
0.621991805913184,0.956792397425194,0.00336436419514933
1.16614203859459,2.051630629629,0.00310092642896803
0.618291569302568,1.82234052193923,0.0364942647904728
0.629357992907835,1.93695341348317,0.0277612605300945
0.635734851397255,1.40598883967133,0.00313860026044978
0.746647961159101,1.14837841750754,0.246998221431347
