kOffer,beta,alpha
0.257183772733658,5.25298441711873,0.00737930688636987
0.308811971783772,3.57905445680181,0.00636918638842791
0.410090004276016,2.71075213270486,0.00498535317031215
0.188056281350376,4.94805179800871,0.00886567917008373
0.213697499227539,5.07258456168934,0.0193812720228948
0.20154849171175,3.97711916542729,0.00786897039150868
0.148601874235214,6.5237564763342,0.00289264318016214
0.188083059071235,6.78319419380663,0.00123453579407108
0.160782076162155,3.83556698306415,0.0103448847177955
0.257744388452994,4.01351060498426,0.00827902675083184
0.236730391462863,5.53588017002832,0.00920620377505106
0.229879473559345,2.57134612331995,0.00705406611582909
0.227144879576548,4.29225746776093,0.00364864300686212
0.254123782450735,4.34559089317037,0.0291517307638298
0.213924705982445,5.30288249278407,0.00664656500640646
0.194516420871683,4.82929178770674,0.00343024914964626
0.455520291874462,5.91980275952782,0.00125377252596006
0.231634402011529,9.22710312512836,0.00444190280250942
0.235677121272476,7.14185381655292,0.00299554157057257
0.13440151610853,6.81817239516212,0.00404842439572206
0.133138189855535,12.0012709282287,0.00460130480100021
0.212266042450813,6.00536879367089,0.0062171930823763
0.418743766896536,2.67922329630398,0.00154010362432416
0.165900647893083,6.46762342073838,0.0113744348874669
0.25023115785267,6.05741959477354,0.00351642953632735
0.442411907454618,5.89843017294,0.00166600508062827
0.122739705135313,4.53810454654002,0.00266035976610072
0.22576593133837,7.38710911925447,0.00415481216029007
0.136977187616803,5.31089837372216,0.006244436753235
0.366833060642863,5.54094449006265,0.00183546367337154
0.159532485176982,6.64391615445856,0.00312672869576076
0.274940646757238,3.71057475862842,0.0365283834863912
0.222715347283303,2.63654886652983,0.00359944645986781
0.437978915670962,5.77590816228715,0.0014051493667595
0.211500443792176,5.4229427917195,0.0251250132041299
0.216533532720741,5.81013507141257,0.0156903485266915
0.227921397840091,3.9336508236369,0.00370161957670345
0.269707737359011,2.91612177212687,0.010695326157118
