kOffer,beta,alpha
0.294799484649558,2.31126368246694,0.224218513595896
0.201966292827794,1.29034830503456,0.00864168365452488
0.335773677863004,3.58891457509679,0.0197380891942779
0.330886330186294,2.18494824406442,0.00650777109404107
0.540899409676621,0.999446687070361,0.0771062763035089
0.218022724401431,1.64821213997589,0.0249951874900274
0.314054027956516,6.91426399830883,0.0117127764464965
0.212209729015916,1.77512013730201,0.0149535314558523
0.330875228086089,2.43830685094229,0.0141079302640416
0.336539349993205,0.915402258408031,0.113405994617055
0.190637254170396,4.12544644727939,0.0141173606908001
0.327250688839286,0.922652320256553,0.0182971237696152
0.340461934927749,1.65663941439155,0.0105400770075086
0.201603816470665,1.36997245589314,0.00685289302079277
0.203660857647717,4.32794789635759,0.0208433694620071
0.299541293175453,1.18380444437114,0.00525439251127394
0.291851459776722,1.28241957098821,0.0217243263567026
0.316581530462097,1.4080298437401,0.0764550469231405
0.334000198889617,1.62842793823645,0.0758074078058986
0.55962015283781,1.51006058624334,0.0283090292802942
0.385425960112044,1.04046095290387,0.267766614184195
0.417100461338385,1.70664547448489,0.0189634169673159
0.458539922237989,1.62530470373318,0.0203268201263487
0.257190755376711,3.55872141564386,0.0146685583142903
0.169277870498419,3.26922116269107,0.0179308508485652
0.42004223028133,1.07215846551295,0.00540408334912118
0.144964580788006,1.33925060212932,0.010013495836782
0.254003277121372,4.82696816410035,0.00927938170034746
0.17545067175621,0.981471601134239,0.00820307511975602
0.13334498008101,1.29146088900999,0.0204810220731833
0.271070339040253,3.98696593223239,0.0650488692443302
0.284070567426888,1.3309504145033,0.0190520865854967
0.192998097914147,3.03882426003922,0.0200954829565726
0.60196410271927,2.10322068494289,0.034723370237734
0.41076544614081,3.57799205323752,0.0574732269326239
0.278433824640674,1.77969042570413,0.00445155335113069
0.5808030177331,0.945903138302619,0.0240410999811639
0.3567028210279,1.3302776013087,0.0233105431479295
0.115130542249238,1.01718997909536,0.0160047601557366
0.299980929307986,0.961568238751709,0.00344129406560575
