kOffer,beta,alpha
0.577043860126407,1.11571272635693,0.259554932023063
0.409003941943414,0.629981486199028,0.0144670353853611
0.674381885269879,1.72345834909988,0.0290555712034669
0.660534756360838,1.09535492403669,0.0132428596394092
1.07417618230285,0.491006576768897,0.0888364283344185
0.438308554547909,0.82300621131221,0.0364325417242116
0.634538654389745,3.47157991838223,0.0334247304203473
0.426070042897523,0.90656057642221,0.0691435014832212
0.661735034882062,1.21698057900966,0.0237543475957973
0.668758895466831,0.451916667406906,0.115895296026373
0.389586765619013,2.03161236508406,0.0574023879740941
0.663489950373241,0.460978606757801,0.0656437096628186
0.696418694689921,0.842632882247575,0.174100816900316
0.414444858327232,0.736075423532047,0.153028466333925
0.41010182340358,2.22322721544297,0.0330075713589125
0.601045398773932,0.58884670267986,0.013344908411993
0.574239149498522,0.653925216974491,0.0474254416443579
0.631154540497505,0.684530618520403,0.0989048128456115
0.663080687733417,0.797035811720048,0.0949473530669721
1.1227708927676,0.727908311213788,0.0430946488125426
0.76515419357627,0.508792693910111,0.237941591859708
0.839799805443085,0.84315452893195,0.0372834204334267
0.915191761285045,0.808805090785982,0.0336166680619716
0.517687225120226,1.72656139280068,0.0214831361699199
0.339316485989465,1.57412273143969,0.0257168393323839
0.834984013797431,0.549680332878187,0.0610644574201559
0.286092653865511,0.670265321164044,0.0164485050264319
0.507865655778696,2.42179066068134,0.0184053432461887
0.348957416367671,0.494657638217815,0.0178301229361409
0.263703359904726,0.647185845174104,0.04151244094271
0.526837287694129,1.97637002153039,0.0882879155744415
0.571390354688503,0.655650154833622,0.0315914826979682
0.38566357669144,1.5068749086358,0.0301727148681337
1.17977929456516,1.07068629246935,0.0634029475214746
0.840924559546724,1.93527433529473,0.0849307727386453
0.56082191133528,0.88278828472328,0.00997109755819439
1.15946914561555,0.470681997300212,0.0357137000056984
0.713315571682637,0.662843209875058,0.0427899204994318
0.227391556574338,0.507904793707383,0.027513349051039
0.602827245681445,0.477645307541139,0.00897293087921268
